Date,Open*,High,Low,Close**,Volume,Market Cap
"Apr 01, 2020",133.61,135.63,129.73,135.63,12456564435,14966424710
"Apr 02, 2020",135.73,146.79,135.73,142.03,15322861686,15673960169
"Apr 03, 2020",142.11,146.9,139.62,142.09,13184603402,15682757538
"Apr 04, 2020",142.22,145.38,140.12,145.22,11946658257,16029973618
"Apr 05, 2020",145.26,146.13,142.1,143.55,11280993591,15847283514
"Apr 06, 2020",143.61,169.27,143.54,169.14,21636382525,18674571701
"Apr 07, 2020",169.15,175.2,164.2,165.1,21659346091,18231455422
"Apr 08, 2020",165.24,173.21,164.49,172.64,17063110836,19066388908
"Apr 09, 2020",172.76,172.9,167.99,170.81,14901696210,18866106818
"Apr 10, 2020",170.83,170.95,154.91,158.41,17980944616,17499250378
"Apr 11, 2020",158.54,161.17,155.3,158.22,13555089447,17479687023
"Apr 12, 2020",158.23,164.52,156.32,161.14,15123721386,17805206568
"Apr 13, 2020",160.72,160.75,151.61,156.28,16465282133,17270031992
"Apr 14, 2020",156.36,160.94,155.87,157.6,14723156630,17417697024
"Apr 15, 2020",157.57,160.71,152.8,153.29,14171753737,16943501886
"Apr 16, 2020",153.2,173.16,150.36,172.16,22910469236,19031693317
"Apr 17, 2020",172.28,174.28,169.75,171.64,16714684266,18976660194
"Apr 18, 2020",171.62,187.94,171.62,186.91,20160323443,20668075857
"Apr 19, 2020",186.86,188.1,180.12,181.61,19146038381,20084614446
"Apr 20, 2020",181.48,186.08,170.32,172.3,21266681335,19056520718
"Apr 21, 2020",172.02,175.18,170.55,172.74,16458767984,19107591182
"Apr 22, 2020",172.67,183.75,171.83,182.6,17994666395,20200984352
"Apr 23, 2020",182.62,189.09,180.34,185.03,21275740032,20472236139
"Apr 24, 2020",185.22,190.21,185.22,189.24,16788555028,20940434737
"Apr 25, 2020",189.21,196.79,188.46,195.52,18260969748,21637838417
"Apr 26, 2020",195.41,199.34,194.77,197.32,18335367012,21839976557
"Apr 27, 2020",197.48,199.55,193.45,197.22,18670194595,21832392036
"Apr 28, 2020",197.27,198.79,194.85,198.42,18217507467,21966890357
"Apr 29, 2020",198.47,218.45,198.12,216.97,26397548759,24023887081
"Apr 30, 2020",216.91,227.53,206.44,207.6,28089191904,22989647065
"Aug 01, 2020",345.8,388.85,343.59,385.2,14045259477,43144477508
"Aug 02, 2020",385.55,411.23,357.14,370.67,18909744275,41522323563
"Aug 03, 2020",371.13,396.51,369.34,386.3,12834648062,43277729882
"Aug 04, 2020",386.16,400.7,382.99,389.88,14086704221,43684129572
"Aug 05, 2020",389.71,406.3,386.22,401.59,12875466638,45002213069
"Aug 06, 2020",401.58,403.49,392.6,394.96,11304626458,44264836294
"Aug 07, 2020",395.23,398.25,367.94,379.51,12751687084,42538578850
"Aug 08, 2020",379.55,393.99,377.35,393.99,9342060531,44166324646
"Aug 09, 2020",395.31,399.74,385.83,391.12,9451065592,43850292041
"Aug 10, 2020",391.04,399.38,391.04,395.89,11685827893,44390142137
"Aug 11, 2020",395.89,398.48,370.86,380.38,12792218737,42656945169
"Aug 12, 2020",380.06,391.31,367.92,391.02,12408772745,43855501072
"Aug 13, 2020",390.84,432.9,379.71,428.74,18480303526,48091569052
"Aug 14, 2020",428.68,444.58,423.35,437.4,15064589987,49068474083
"Aug 15, 2020",437.56,441.75,429.87,433.35,12416067894,48620820125
"Aug 16, 2020",433.35,436.27,415.09,433.79,12168816874,48675162267
"Aug 17, 2020",433.97,442.73,422.65,429.53,13227089410,48203426751
"Aug 18, 2020",429.67,432.58,419.67,423.67,11978984079,47551407033
"Aug 19, 2020",423.74,427.02,396.68,406.46,13137391167,45625864918
"Aug 20, 2020",406.76,418.73,404.03,416.44,10043032427,46751356941
"Aug 21, 2020",416.15,418.64,387.44,389.13,11781796374,43690315907
"Aug 22, 2020",389.03,396.47,382.81,395.84,10131847985,44448918222
"Aug 23, 2020",395.56,396.49,385.04,391.38,8137303970,43954518396
"Aug 24, 2019",194.67,194.78,187.63,191.29,6249737982,20555802874
"Aug 25, 2019",191.23,192.16,184.96,186.84,5826017143,20080495261
"Aug 26, 2019",186.74,193.44,186.74,188.93,7207986636,20307338403
"Aug 27, 2019",188.95,188.96,185.47,187.52,6042327402,20158029984
"Aug 28, 2019",187.5,187.93,172.19,173.89,6696604087,18695530287
"Aug 29, 2019",173.96,174,167.17,169.52,7129569083,18227677831
"Aug 30, 2019",169.49,170.77,167.07,168.83,5776520220,18156660601
"Aug 31, 2019",168.89,174.32,167.8,172.47,5830212249,18549906272
"Dec 01, 2019",152.49,152.49,147.07,151.19,7102780298,16443650814
"Dec 02, 2019",151.18,152.12,147.61,149.06,6670561362,16214125032
"Dec 03, 2019",149.06,150.31,146,147.96,6204379850,16095928402
"Dec 04, 2019",147.92,150.68,145,146.75,7865937094,15966157442
"Dec 05, 2019",146.69,153.16,145.46,149.25,6745910228,16240052430
"Dec 06, 2019",149.4,149.67,147.61,149.19,6458766441,16235876301
"Dec 07, 2019",149.2,149.8,148.37,148.77,5911233284,16191247024
"Dec 08, 2019",148.74,152.39,148.31,151.26,6441727252,16464729150
"Dec 09, 2019",151.22,151.91,147.62,148.23,6744206747,16135631420
"Dec 10, 2019",148.18,148.56,144.91,146.27,6859512025,15924221614
"Dec 11, 2019",146.32,147.14,143.05,143.61,7037180049,15636405555
"Dec 12, 2019",143.62,145.75,141.44,145.6,7890383413,15855473988
"Dec 13, 2019",145.66,145.86,143.75,144.94,7264810247,15785338920
"Dec 14, 2019",144.95,145.53,142.43,142.87,7048066973,15560820323
"Dec 15, 2019",142.86,143.93,139.43,143.11,7235153411,15589117504
"Dec 16, 2019",143.14,143.22,132.46,133.61,8992282119,14555616655
"Dec 17, 2019",133.65,134.01,121.4,122.6,9057166141,13357486656
"Dec 18, 2019",122.66,133.39,119.78,133.09,11864518321,14501554620
"Dec 19, 2019",133.05,134.19,125.97,129.32,9564699140,14092012421
"Dec 20, 2019",129.38,129.76,126.99,129.07,8173594150,14065549620
"Dec 21, 2019",129.1,129.15,127.61,128.13,7449064703,13964992761
"Dec 22, 2019",128.1,133.16,127.93,132.37,9121058481,14428651183
"Dec 23, 2019",132.31,134.73,127.42,128.61,9622497693,14020312860
"Dec 24, 2019",128.63,131.67,127.31,129.06,7961819689,14070696528
"Dec 25, 2019",129.07,129.07,124.89,126.45,8418019054,13787538200
"Dec 26, 2019",126.49,130.9,125.41,126.36,8600871980,13778664460
"Dec 27, 2019",126.37,128.1,124.82,127.21,8299390176,13873046817
"Dec 28, 2019",127.21,130.26,126.9,128.32,8069298610,13995233088
"Dec 29, 2019",128.27,136.81,128,134.76,9708776786,14698483422
"Dec 30, 2019",134.8,136.76,131.55,132.63,9796951716,14468140712
"Dec 31, 2019",132.61,133.73,128.8,129.61,8936866397,14139765786
"Feb 01, 2020",180.11,183.85,179.75,183.67,11569697182,20116913728
"Feb 02, 2020",183.53,193.08,180.17,188.62,14054425389,20660936267
"Feb 03, 2020",188.61,193.44,188.01,189.87,12392875241,20800183238
"Feb 04, 2020",189.86,191.11,185.4,189.25,11714191695,20735478720
"Feb 05, 2020",189.3,206.8,188.75,204.23,14865434435,22379510312
"Feb 06, 2020",204.13,214.6,201.9,212.34,16425589683,23270983772
"Feb 07, 2020",212.32,223.14,212.3,222.73,16673443564,24412375482
"Feb 08, 2020",222.51,226.59,215.39,223.15,16741203125,24461492839
"Feb 09, 2020",222.98,229.86,222.98,228.58,15031356241,25060056859
"Feb 10, 2020",228.55,229.18,218.08,223.52,16210008511,24508831903
"Feb 11, 2020",223.38,236.55,218.62,235.85,16964695963,25863852653
"Feb 12, 2020",235.9,272.4,235.9,265.41,24545049386,29108513969
"Feb 13, 2020",265.05,273.74,258.92,268.1,25801317504,29407537084
"Feb 14, 2020",268.02,285.06,262.76,284.22,23558253463,31179427623
"Feb 15, 2020",284.56,287.12,264.28,264.73,23682452994,29045044403
"Feb 16, 2020",264.9,272.88,242.48,259.89,25152366643,28518254585
"Feb 17, 2020",259.89,266.87,244.34,266.36,26024080089,29231690264
"Feb 18, 2020",266.51,283.2,261.46,281.94,26511477187,30945457816
"Feb 19, 2020",282.04,283.54,259.76,259.76,22679414413,28514562065
"Feb 20, 2020",259.82,263.7,250.95,257.95,23229828870,28318879771
"Feb 21, 2020",257.89,267,255.69,265.6,20867593292,29162464509
"Feb 22, 2020",265.55,266.39,258.91,262.33,16906032862,28807130266
"Feb 23, 2020",262.28,273.75,261.96,273.75,19585998814,30065188433
"Feb 24, 2020",273.71,275.54,259.63,265.22,22400845640,29131114037
"Feb 25, 2020",265.28,265.43,246.86,247.82,21878882134,27223398195
"Feb 26, 2020",247.74,249.65,221.27,225.68,26235617201,24794645345
"Feb 27, 2020",225.69,237.23,212.66,226.75,25645522790,24915636231
"Feb 28, 2020",226.99,234.21,216.35,226.76,22563530559,24919509265
"Feb 29, 2020",226.83,232.26,219.85,219.85,18181296376,24162913195
"Jan 01, 2020",129.63,132.84,129.2,130.8,7935230330,14271059633
"Jan 02, 2020",130.82,130.82,126.95,127.41,8032709256,13902505466
"Jan 03, 2020",127.41,134.55,126.49,134.17,10476845358,14642130120
"Jan 04, 2020",134.17,136.05,133.04,135.07,7430904515,14741946278
"Jan 05, 2020",135.07,139.41,135.05,136.28,7526675353,14875569430
"Jan 06, 2020",136.31,144.33,136.08,144.3,9093747121,15753803340
"Jan 07, 2020",144.31,145,140.49,143.54,9257954672,15672773110
"Jan 08, 2020",143.49,146.83,138.27,141.26,9387194957,15425115411
"Jan 09, 2020",141.16,141.39,136.24,138.98,7697325348,15178151517
"Jan 10, 2020",138.97,144.17,135.52,143.96,9084816203,15724494553
"Jan 11, 2020",143.41,146.48,142.21,142.93,9332208590,15613213640
"Jan 12, 2020",143.03,146.15,142.71,145.87,8528167453,15937115426
"Jan 13, 2020",146.22,146.79,142.91,144.23,8378529470,15759102081
"Jan 14, 2020",144.25,167.68,144.06,165.96,16712318373,18135588271
"Jan 15, 2020",165.73,170.43,161.11,166.23,15173694057,18167930411
"Jan 16, 2020",166.33,167.06,159.71,164.39,13735193018,17969103321
"Jan 17, 2020",164.49,173.07,162.78,170.78,14997091826,18669811576
"Jan 18, 2020",170.75,178.53,166.79,175.37,14929342256,19173512823
"Jan 19, 2020",175.47,177.25,163.68,166.97,13713374132,18257853532
"Jan 20, 2020",166.9,169.11,162.33,167.12,11144529787,18276600992
"Jan 21, 2020",167.06,169.91,165.82,169.7,9789369362,18560711557
"Jan 22, 2020",169.61,171.01,166.77,168.29,9209827928,18409534609
"Jan 23, 2020",168.3,168.31,160.3,162.93,10396868698,17824835899
"Jan 24, 2020",162.9,164.31,156.75,163.05,10657671162,17840465424
"Jan 25, 2020",163.07,163.23,158.63,161.28,8256956802,17649296256
"Jan 26, 2020",161.18,168.22,160.28,168.08,9261861590,18394952135
"Jan 27, 2020",168.01,172.92,166.9,170.93,11004476145,18709615891
"Jan 28, 2020",170.88,176.37,170.74,176.37,11772875064,19307396128
"Jan 29, 2020",176.35,178.84,175.05,175.05,10725267311,19165292202
"Jan 30, 2020",174.92,186.26,172.37,184.69,12604789338,20223232964
"Jan 31, 2020",184.74,185.41,176.3,180.16,11728616394,19729633078
"Jul 01, 2020",226.13,232.76,224.84,231.11,6463737443,25788404350
"Jul 02, 2020",231.29,232.4,225.46,229.39,6212210566,25599453477
"Jul 03, 2020",229.32,229.63,224.91,225.39,5109032700,25155571600
"Jul 04, 2020",225.29,230.05,225.13,229.07,5228310135,25570190315
"Jul 05, 2020",228.98,229.86,224.54,227.66,5292172429,25415950649
"Jul 06, 2020",227.69,242.13,227.03,241.51,8782917553,26964937043
"Jul 07, 2020",240.97,242.68,234.22,239.08,6441497597,26696376073
"Jul 08, 2020",239.16,248.31,238.4,246.67,9892586411,27547785703
"Jul 09, 2020",246.75,247.29,239.9,243.02,8429099199,27143016879
"Jul 10, 2020",242.87,242.88,236.73,240.98,7281370522,26919422187
"Jul 11, 2020",241.04,241.53,238.33,239.46,5643067316,26752161985
"Jul 12, 2020",239.46,243.31,237.77,242.13,6596394718,27054158346
"Jul 13, 2020",242.18,244.31,238.23,239.6,7787751468,26775071858
"Jul 14, 2020",239.98,242,237.8,240.21,7357458555,26846147251
"Jul 15, 2020",240.14,241.4,237.1,238.42,6189328448,26649577378
"Jul 16, 2020",238.45,239.01,231.62,233.64,5832057567,26118155895
"Jul 17, 2020",233.69,234.42,232.11,232.77,5859850529,26024301468
"Jul 18, 2020",232.86,236.54,232.32,235.48,5397402117,26330601164
"Jul 19, 2020",235.46,239.16,233.28,238.49,6251377305,26669691075
"Jul 20, 2020",238.49,239.58,234.85,236.15,5600686192,26411853756
"Jul 21, 2020",236.3,246.19,235.68,245.02,6806696015,27406496758
"Jul 22, 2020",245.04,262.99,242.48,262.19,7702077383,29331058164
"Jul 23, 2020",262.39,277.58,261.05,274.69,10281309262,30733019165
"Jul 24, 2020",274.72,286.19,269.24,279.22,9466060358,31243266716
"Jul 25, 2020",279.03,306.74,279.03,304.06,10785021813,34027002730
"Jul 26, 2020",303.69,316.39,300.27,309.64,12003973026,34656472193
"Jul 27, 2020",309.66,330.7,309.66,321.51,15644257058,35989428749
"Jul 28, 2020",321.83,325.91,307.72,316.66,12357108065,35450097600
"Jul 29, 2020",316.56,324.38,313.11,318.19,10878845706,35626126751
"Jul 30, 2020",318.14,338.63,315.75,334.59,11827689045,37466380887
"Jul 31, 2020",334.63,348.61,329.34,345.55,12030600492,38699278449
"Jun 01, 2020",230.86,248.24,230.49,246.99,13951727936,27459257209
"Jun 02, 2020",246.83,252.22,233.23,237.22,13782107567,26376031890
"Jun 03, 2020",237.4,244.18,235.46,244.18,9861760817,27153238868
"Jun 04, 2020",244.11,245.93,236.77,244.43,10170414304,27184018611
"Jun 05, 2020",244.35,247.33,240.68,241.22,9293963914,26830954614
"Jun 06, 2020",241.2,245.98,239.72,241.93,8114873845,26913140925
"Jun 07, 2020",241.91,245.44,236.33,245.17,9544883157,27276459502
"Jun 08, 2020",245.18,246.64,241.54,246.31,8076783299,27406923226
"Jun 09, 2020",246.18,248.34,242.34,244.91,8446545788,27254678255
"Jun 10, 2020",244.82,248.65,242.82,247.44,8792990206,27539945413
"Jun 11, 2020",247.55,249.89,229.94,231.7,12356528860,25791024831
"Jun 12, 2020",231.63,239.35,229.65,237.49,8868955009,26438827420
"Jun 13, 2020",237.54,239.19,235.89,238.91,7141624980,26599679550
"Jun 14, 2020",238.97,239.1,232.96,234.11,7439385176,26069111857
"Jun 15, 2020",234.06,234.24,221.24,229.93,10536099884,25606145743
"Jun 16, 2020",229.76,236.39,228.43,234.42,7965648016,26109047392
"Jun 17, 2020",234.49,235.95,229.34,233.03,7701391592,25957610764
"Jun 18, 2020",232.9,234.57,228.95,232.1,6713800872,25857495155
"Jun 19, 2020",231.95,232.15,226.8,227.14,6946372590,25307718819
"Jun 20, 2020",226.98,231.45,226.64,229.27,6252830566,25548837121
"Jun 21, 2020",229.22,232.36,228.49,228.99,5600408178,25520273837
"Jun 22, 2020",229,243.78,228.93,242.53,9079586552,27032930743
"Jun 23, 2020",242.54,244.86,239.76,244.14,6624530348,27215606543
"Jun 24, 2020",244.19,248.51,232.81,235.77,8815030025,26285822239
"Jun 25, 2020",235.7,236.05,230.3,232.94,7010426122,25973707946
"Jun 26, 2020",232.88,233.9,229.26,229.67,7187490226,25611500297
"Jun 27, 2020",229.63,232.49,220.56,222.96,6918380955,24866429445
"Jun 28, 2020",222.91,228.6,219.47,225.35,6205925718,25135786986
"Jun 29, 2020",225.36,229.9,222.25,228.19,6726164653,25456513994
"Jun 30, 2020",227.97,229.48,224.82,226.31,6094093001,25249913730
"Mar 01, 2020",219.75,226.68,214.13,218.97,18179807469,24069393932
"Mar 02, 2020",218.71,232.81,217.28,230.57,20305587789,25347534007
"Mar 03, 2020",230.52,232.33,221.73,224.48,19853178572,24681090483
"Mar 04, 2020",224.57,228.04,222.09,224.52,16567075208,24688386921
"Mar 05, 2020",224.64,234.36,224.64,229.27,18201291785,25213804821
"Mar 06, 2020",229.17,243.55,228.74,243.53,19374772256,26785082139
"Mar 07, 2020",243.75,249.98,237.55,237.85,19431652027,26164459704
"Mar 08, 2020",237.78,237.78,200.6,200.69,21381823651,22079071207
"Mar 09, 2020",201.32,207.45,192.27,201.99,23645428606,22224520906
"Mar 10, 2020",202.86,205.71,198.06,200.77,18344930072,22093126953
"Mar 11, 2020",200.77,202.95,184.36,194.87,16984790291,21446678546
"Mar 12, 2020",194.74,195.15,111.21,112.35,22134741655,12366138225
"Mar 13, 2020",112.69,137.43,95.18,133.2,27864623061,14663417618
"Mar 14, 2020",133.58,134.48,122.41,123.31,12740784545,13575727275
"Mar 15, 2020",123.25,132.24,121.85,125.21,12719251813,13787534423
"Mar 16, 2020",125,125,105.17,110.61,15984904590,12180483053
"Mar 17, 2020",110.41,118.99,110.41,113.94,12087490572,12549513954
"Mar 18, 2020",113.86,116.02,111.74,114.84,11617854009,12650160818
"Mar 19, 2020",114.84,140.53,114.73,136.59,16396753275,15048018840
"Mar 20, 2020",136.65,150.85,122.61,132.74,18960388062,14624949757
"Mar 21, 2020",133.1,135.97,127.16,132.82,13684083308,14635764102
"Mar 22, 2020",132.85,136.15,122.91,123.32,12497707224,13590860527
"Mar 23, 2020",123.37,134.91,121.87,134.91,14149877968,14870079035
"Mar 24, 2020",135.19,141.95,133.17,138.76,14609068673,15296295171
"Mar 25, 2020",138.91,141.4,134.3,136.2,13433092920,15015344150
"Mar 26, 2020",136.19,138.83,134.89,138.36,11367261176,15255985586
"Mar 27, 2020",138.37,139.9,133.94,133.94,11396286629,14770071750
"Mar 28, 2020",134.03,134.03,126.96,130.99,12162403960,14446379743
"Mar 29, 2020",131.02,131.17,125.45,125.58,9938133669,13852241607
"Mar 30, 2020",125.58,133.91,125.29,132.9,11841123306,14661550831
"Mar 31, 2020",132.82,134.27,131.65,133.59,11065246317,14739376438
"May 01, 2020",207.9,217.63,207.78,214.22,20816320834,23725367639
"May 02, 2020",214.23,215.85,212.88,215.33,18260876092,23850828459
"May 03, 2020",215.35,219.27,208.69,210.93,20469034664,23367177867
"May 04, 2020",210.89,211.83,199.05,208.17,22602446422,23064379025
"May 05, 2020",208.01,211.78,204.03,206.77,19004689099,22912129590
"May 06, 2020",206.48,211.53,204.04,204.06,20343543799,22613632877
"May 07, 2020",203.91,214.39,202.07,212.29,23594744655,23528981906
"May 08, 2020",212.2,216.33,208.83,212.99,20445139356,23609735113
"May 09, 2020",213.14,214.74,209.07,211.6,18950547549,23458353558
"May 10, 2020",211.55,211.55,182.71,188.6,25211575193,20911059578
"May 11, 2020",188.63,191.36,180.72,185.91,20054601647,20615704449
"May 12, 2020",185.88,191.6,185.7,189.31,15899726284,20995260629
"May 13, 2020",189.37,200.2,189.13,199.19,17054662289,22093789228
"May 14, 2020",198.89,204.12,196.87,202.95,20150524861,22513148759
"May 15, 2020",202.96,203.57,193.76,195.62,16602342092,21703086885
"May 16, 2020",195.61,202.77,194.5,200.68,15379081645,22266558227
"May 17, 2020",200.61,209.16,200.1,207.16,15470397303,22988575488
"May 18, 2020",207.18,215.91,207.11,214.53,17411566928,23808928396
"May 19, 2020",214.6,214.6,210.14,213.45,14346192779,23692625224
"May 20, 2020",213.45,214.72,207.98,210.1,12730175511,23323160696
"May 21, 2020",210.13,211.63,193.35,199.88,13308321229,22192109650
"May 22, 2020",199.84,208.59,198.04,207.17,12041592114,23003786385
"May 23, 2020",207.19,210.39,205.29,208.69,10665476768,23176030659
"May 24, 2020",208.72,210.6,202.37,202.37,11833299572,22476471750
"May 25, 2020",201.98,206.36,200.67,205.32,10415044124,22806813423
"May 26, 2020",205.26,205.75,200.26,201.9,10159741290,22429962991
"May 27, 2020",201.89,208.86,201.79,208.86,10631034756,23206144127
"May 28, 2020",208.89,220.28,206.24,219.84,12212469604,24428738047
"May 29, 2020",219.93,224.22,218.24,220.68,12265816557,24524484269
"May 30, 2020",220.72,243.94,218.74,242.35,15027397867,26936114604
"May 31, 2020",242.35,244.05,230.05,230.98,12234904813,25675542329
"Nov 01, 2019",183.8,185.06,181.09,183.97,9145611130,19940014311
"Nov 02, 2019",184.02,185.71,182.8,183.93,8087991830,19937622287
"Nov 03, 2019",183.99,185.02,179.82,182.43,8760247744,19777347724
"Nov 04, 2019",182.32,188.02,181.82,186.36,10551917945,20205859402
"Nov 05, 2019",186.31,191.26,184.33,189.3,10024177342,20528094420
"Nov 06, 2019",189.11,193.55,188.67,191.59,10156458684,20778894603
"Nov 07, 2019",191.5,191.86,186.57,187.98,9081247799,20389037934
"Nov 08, 2019",187.92,188.82,182.54,184.21,9176780911,19983058356
"Nov 09, 2019",184.31,185.84,183.9,185.03,7277418704,20074095541
"Nov 10, 2019",184.94,190.92,184.69,189.48,8752784211,20559121065
"Nov 11, 2019",189.5,190.34,185.09,185.49,7877424106,20128792760
"Nov 12, 2019",185.56,187.95,184.19,186.84,7792186666,20278071676
"Nov 13, 2019",186.94,189.33,185.94,188.26,7343173596,20434064781
"Nov 14, 2019",188.27,188.63,184.99,186,7872664470,20191206220
"Nov 15, 2019",186.06,186.25,179.38,180.52,8815678477,19598770324
"Nov 16, 2019",180.5,184.16,179.99,183.35,6789888120,19908020821
"Nov 17, 2019",183.35,188.19,182.34,185.12,7364325471,20102654601
"Nov 18, 2019",185.04,186.93,179.18,180.56,7787662111,19609782345
"Nov 19, 2019",180.5,182.53,175.2,177.46,7536699743,19274876583
"Nov 20, 2019",177.42,178.99,175.29,175.7,7205785149,19086228092
"Nov 21, 2019",175.67,176.21,159.37,161.46,8546371325,17541867626
"Nov 22, 2019",161.51,163.03,142.34,150.27,12020749863,16327536038
"Nov 23, 2019",150.21,154.1,147.6,153.42,8289198330,16671705910
"Nov 24, 2019",153.43,153.97,142.83,142.83,7782769098,15523459920
"Nov 25, 2019",142.7,150.21,133.8,146.48,10962753356,15921080564
"Nov 26, 2019",146.4,150,145.22,148.97,7648516297,16193326033
"Nov 27, 2019",148.4,154.89,143.53,153.01,8778095308,16634910472
"Nov 28, 2019",153.07,156.61,151.09,151.72,7346531960,16496129470
"Nov 29, 2019",151.77,156.85,151.46,155.3,7503898278,16887922522
"Nov 30, 2019",155.29,156.69,151.23,152.54,6565950868,16589132426
"Oct 01, 2019",180.21,185.05,175.81,177.34,7676276225,19148222892
"Oct 02, 2019",177.22,180.83,175.33,180.71,6335595250,19514521236
"Oct 03, 2019",180.7,180.8,172.6,175.2,6381403725,18921747814
"Oct 04, 2019",175.24,178.55,173.56,176.99,6248928449,19116991692
"Oct 05, 2019",176.95,177.71,173.07,176.35,5837211771,19050956367
"Oct 06, 2019",176.36,177.36,171.3,173.06,5852890674,18697637484
"Oct 07, 2019",172.94,182.36,171.53,181.19,7844316834,19578142143
"Oct 08, 2019",181.11,184.36,179.13,182.02,7466282780,19670825764
"Oct 09, 2019",182.04,194.3,180.67,193.29,9088122101,20891536595
"Oct 10, 2019",193.19,193.9,188.31,191.66,8375913276,20717535747
"Oct 11, 2019",191.8,195.32,181.66,182.57,9128522970,19737401838
"Oct 12, 2019",182.53,186.3,179.98,180.83,7494328840,19551368532
"Oct 13, 2019",180.86,185.08,180.32,182.08,6733182273,19688808994
"Oct 14, 2019",182.03,187.3,181.66,186.96,7276520699,20219637357
"Oct 15, 2019",186.98,187.76,179.46,181.41,7731456579,19621350993
"Oct 16, 2019",181.34,181.67,174.06,176.01,7691244590,19040429002
"Oct 17, 2019",175.91,178.9,174.57,178.03,6737237423,19260755682
"Oct 18, 2019",177.99,178.18,171.01,173.62,7566257807,18786275035
"Oct 19, 2019",173.65,175.61,172.22,172.91,6551453871,18711940303
"Oct 20, 2019",172.97,176.72,171.21,175.53,6801091120,18997957789
"Oct 21, 2019",175.52,177.74,173.29,174.92,6815820627,18933882640
"Oct 22, 2019",174.91,175.65,172.27,172.3,6990951966,18652588580
"Oct 23, 2019",172.26,172.42,157.46,162.4,9624925919,17583244177
"Oct 24, 2019",162.51,164.15,160.89,162.17,7300917537,17560021218
"Oct 25, 2019",162.19,183,161.97,181.52,10358594018,19658140299
"Oct 26, 2019",181.67,195.94,176.13,179.84,13831784986,19477741705
"Oct 27, 2019",179.93,188.16,177.68,184.24,10815941952,19957408085
"Oct 28, 2019",184.4,187.88,180.25,182.66,10406734124,19788729316
"Oct 29, 2019",182.67,191.85,182.36,190.34,10622761958,20623205054
"Oct 30, 2019",190.34,191.11,181.55,184.69,10484902804,20013431227
"Oct 31, 2019",184.8,188.75,180.07,183.97,9607939606,19937256794
"Sep 01, 2019",172.46,173.7,169.53,171.63,5554799576,18461846968
"Sep 02, 2019",171.7,180.15,170.45,178.35,6503447137,19186913439
"Sep 03, 2019",178.36,182.35,175.97,179.5,6962728938,19313265198
"Sep 04, 2019",179.49,180.14,175.33,175.99,5938120494,18938360723
"Sep 05, 2019",175.97,176.16,171.75,174.22,5589476516,18749645579
"Sep 06, 2019",174.17,177.72,168.34,169.96,6797611878,18293376881
"Sep 07, 2019",169.96,180.85,169.44,178.26,6791531342,19189873689
"Sep 08, 2019",178.28,182.98,178.14,181.36,6472677266,19525276831
"Sep 09, 2019",181.36,184.15,177.42,181.15,7232938985,19505534124
"Sep 10, 2019",181.21,184.06,178.12,179.79,6291476772,19361276593
"Sep 11, 2019",179.84,181.76,176.5,178.73,7157139035,19249367782
"Sep 12, 2019",178.8,182,177.85,181.02,5838605477,19498542852
"Sep 13, 2019",180.98,181.5,178.58,181.11,5955041237,19511050764
"Sep 14, 2019",181.32,188.45,180.37,188.11,6500686511,20267272633
"Sep 15, 2019",188.07,190.4,186.45,189.79,6222874780,20451239362
"Sep 16, 2019",189.69,198.2,189.69,197.11,8242029488,21243167877
"Sep 17, 2019",197.11,213.73,196.72,208.61,10232590812,22484889435
"Sep 18, 2019",208.05,216.71,208.05,211.39,9194634557,22787891774
"Sep 19, 2019",211.25,222.87,204.69,221.28,10620070913,23856751722
"Sep 20, 2019",221.07,221.6,215.16,218.05,8027974273,23511410671
"Sep 21, 2019",217.9,220.96,215,215.52,7743309778,23241121351
"Sep 22, 2019",215.49,216.09,207.64,211.55,7812854576,22815755536
"Sep 23, 2019",211.71,211.84,201.89,201.92,7494673136,21780534855
"Sep 24, 2019",201.84,203.5,162.73,168.11,11757739233,18135747380
"Sep 25, 2019",168.13,174.72,164.91,170.89,9766632018,18438188568
"Sep 26, 2019",170.76,171.69,157.13,166.73,7848286154,17991000062
"Sep 27, 2019",166.65,175.61,163.21,174.71,7909313625,18854855889
"Sep 28, 2019",174.68,175.78,170.77,174.57,6895423445,18842313324
"Sep 29, 2019",174.61,175.21,167,170.5,6497088199,18405401315
"Sep 30, 2019",170.46,179.87,167.04,179.87,7552915148,19419149343
